DANCe,RAJ2000,DEJ2000,pmRA,e_pmRA,pmDE,e_pmDE,BTmag,e_BTmag,VTmag,e_VTmag,rmag,e_rmag,gmag,e_gmag,imag,e_imag,Y,err_Y,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Qflg,W1,e_W1,W2,e_W2,W3,e_W3,W4,e_W4,Pmb,Teff,e_Teff,Lbol,e_Lbol
J040528.16+183322.5,61.36734194444443,18.556241666666665,11.1,1.4,2.0,1.5,12.44,0.274,10.591,0.069,9.644,0.1,11.2,0.039,8.972,0.075,,,6.846,0.02,6.047,0.055,5.765,0.026,AAA,5.627,0.062,5.568,0.029,5.644,0.015,5.52,0.038,0.0,0,0,,
J040544.55+182823.9,61.43562972222222,18.473306111111107,-5.3,1.3,-9.5,1.4,11.501,0.107,10.594,0.077,9.962,0.1,10.883,0.089,9.692,0.073,,,8.34,0.029,7.894,0.018,7.766,0.023,AAA,7.69,0.024,7.753,0.02,7.686,0.018,7.47,0.129,0.0,0,0,,
J040546.65+182641.5,61.444376111111104,18.444861388888885,22.5,2.2,-11.0,2.5,12.984,0.416,12.043,0.269,12.09,0.1,12.709,0.021,11.86,0.155,,,10.564,0.021,10.24,0.024,10.121,0.017,AAA,10.056,0.022,10.069,0.02,9.794,0.049,,,0.0,0,0,,
J040601.91+180402.2,61.507945555555544,18.067271388888887,-5.8,1.0,-5.9,1.0,10.356,0.039,9.873,0.039,9.779,0.01,10.522,0.196,9.753,0.077,,,8.918,0.029,8.827,0.027,8.734,0.018,AAA,8.672,0.023,8.694,0.019,8.727,0.028,,,0.0,0,0,,
J040613.24+180623.3,61.55515138888888,18.10647611111111,0.0,2.3,-8.7,2.4,12.833,0.332,10.418,0.056,9.508,0.0080,10.973,0.103,8.977,0.091,,,7.063,0.026,6.315,0.02,6.135,0.026,AAA,6.005,0.052,6.041,0.021,6.001,0.015,5.857,0.044,0.0,0,0,,
J040633.66+295827.5,61.64023499999999,29.974298611111106,8.7,2.6,-7.3,2.6,12.703,0.302,10.662,0.064,9.708,0.1,11.303,0.042,9.043,0.751,,,6.902,0.026,6.03,0.038,5.787,0.017,AAA,,,,,,,,,0.0,0,0,,
J040639.98+184918.0,61.66657777777777,18.821653055555554,5.5,1.9,-3.2,2.1,12.161,0.201,12.343,0.306,11.73,0.1,12.092,0.022,11.416,0.082,,,10.431,0.025,10.194,0.025,10.105,0.021,AAA,10.027,0.027,10.049,0.026,9.956,0.063,,,0.0,0,0,,
J040650.51+180649.1,61.71046666666666,18.113642499999997,-8.3,1.8,-26.9,1.9,11.963,0.161,11.188,0.12,10.83,0.0030,11.277,0.067,10.73,0.096,,,9.709,0.022,9.424,0.022,9.369,0.017,AAA,9.285,0.024,9.314,0.021,9.33,0.036,8.505,0.345,0.0,0,0,,
J040651.90+181439.1,61.71626249999999,18.244181944444442,10.7,1.3,-9.9,1.3,11.559,0.107,10.14,0.052,9.494,0.1,10.799,0.201,9.061,0.096,,,7.367,0.021,6.769,0.02,6.608,0.023,AAA,6.49,0.042,6.572,0.022,6.535,0.015,6.441,0.064,0.0,0,0,,
J040707.75+184957.2,61.78229972222221,18.832555555555555,15.8,2.6,7.3,2.6,13.021,0.39,11.547,0.163,11.67,0.1,12.295,0.018,11.447,0.083,,,10.205,0.02,9.859,0.022,9.753,0.018,AAA,9.668,0.024,9.682,0.021,9.584,0.038,,,0.0,0,0,,
J040727.27+180624.0,61.86364138888888,18.106666388888886,1.6,2.0,-14.4,2.1,12.717,0.39,11.171,0.134,10.263,0.0090,11.646,0.035,9.744,0.187,,,7.696,0.023,6.947,0.027,6.702,0.024,AAA,6.606,0.039,6.688,0.022,6.62,0.015,6.519,0.063,0.0,0,0,,
J040737.04+180820.0,61.90431499999999,18.138882222222218,-10.1,2.1,-9.4,2.4,12.994,0.45,11.408,0.163,10.73,0.0,11.901,0.03,10.273,0.084,,,8.51,0.035,7.842,0.024,7.64,0.017,AAA,7.513,0.026,7.621,0.021,7.536,0.017,7.414,0.134,0.0,0,0,,
J040743.81+182233.5,61.93254333333333,18.37598333333333,1.9,1.8,-13.1,2.0,11.932,0.154,11.751,0.233,11.456,0.012,12.007,0.029,11.317,0.167,,,10.144,0.02,9.822,0.02,9.749,0.018,AAA,9.665,0.022,9.682,0.019,9.537,0.042,,,0.0,0,0,,
J040831.03+184858.4,62.12927388888888,18.816218888888887,6.1,1.2,-3.1,1.2,10.22,0.037,9.817,0.035,9.712,0.1,10.188,0.27,9.805,0.064,,,9.064,0.022,8.998,0.022,8.918,0.017,AAA,8.884,0.022,8.927,0.019,8.885,0.028,8.227,0.304,0.0,0,0,,
J040840.58+182619.2,62.16909666666666,18.438662499999996,18.6,1.6,-18.2,1.6,11.554,0.108,10.978,0.106,10.777,0.1,11.15,0.054,10.693,0.136,,,9.698,0.02,9.453,0.022,9.381,0.017,AAA,9.311,0.023,9.315,0.02,9.343,0.038,,,0.0,0,0,,
J040843.23+183806.7,62.180135833333324,18.635191666666664,-0.4,1.6,-6.7,1.6,11.688,0.106,10.951,0.093,10.138,0.0010,11.138,0.026,9.73,0.044,,,8.171,0.027,7.588,0.021,7.449,0.021,AAA,7.333,0.025,7.362,0.019,7.35,0.019,7.212,0.104,0.0,0,0,,
J040843.94+181929.3,62.183097222222216,18.32480861111111,7.0,1.3,-7.2,1.4,11.759,0.136,9.741,0.041,9.001,0.1,10.556,0.238,8.459,0.031,,,6.67,0.024,5.945,0.018,5.721,0.018,AAA,5.64,0.057,5.593,0.028,5.652,0.015,5.545,0.037,0.0,0,0,,
J040844.19+184422.8,62.18412888888888,18.73967083333333,-6.8,1.6,-8.0,1.5,11.786,0.106,9.903,0.037,9.105,0.149,10.658,0.15,8.313,0.059,,,6.317,0.02,5.483,0.02,5.253,0.02,AAA,5.101,0.073,4.983,0.035,5.157,0.015,5.063,0.032,0.0,0,0,,
J040850.95+183303.5,62.21227222222221,18.550959999999996,-7.8,1.8,-15.4,1.8,12.11,0.193,11.281,0.134,10.96,0.1,11.626,0.039,10.69,0.082,,,9.341,0.023,8.994,0.022,8.835,0.018,AAA,8.755,0.022,8.747,0.02,8.721,0.027,,,0.0,0,0,,
J040901.30+184457.4,62.255418055555545,18.749276111111108,3.7,1.8,2.0,1.8,12.749,0.321,11.023,0.091,10.378,0.1,11.435,0.036,9.987,0.047,,,8.421,0.018,7.851,0.02,7.693,0.029,AAA,7.605,0.026,7.696,0.019,7.664,0.02,7.646,0.165,0.0,0,0,,
J040915.38+185336.9,62.31408416666666,18.893569999999997,14.2,1.9,-9.4,2.0,12.977,0.348,11.734,0.179,11.867,0.1,12.429,0.018,11.639,0.052,,,10.458,0.024,10.196,0.027,10.084,0.02,AAA,10.011,0.024,10.015,0.021,9.946,0.052,9.003,0.491,0.0,0,0,,
J040916.50+183806.0,62.31873305555555,18.635001944444443,3.7,1.4,-4.1,1.5,12.96,0.368,11.71,0.191,11.396,0.0070,11.983,0.02,11.183,0.092,,,9.978,0.021,9.698,0.025,9.573,0.017,AAA,9.498,0.022,9.508,0.019,9.606,0.055,,,0.0,0,0,,
J040922.60+185424.3,62.3441861111111,18.90674083333333,23.8,0.9,-18.3,0.9,10.229,0.035,8.757,0.017,8.553,0.288,9.78,0.476,7.823,0.082,,,6.216,0.021,5.638,0.021,5.457,0.023,AAA,5.388,0.063,5.309,0.032,5.411,0.015,5.331,0.034,0.0,0,0,,
J040922.67+182336.7,62.34443805555555,18.393515833333332,28.5,1.9,-16.3,1.9,12.359,0.285,11.722,0.224,11.514,0.0050,12.102,0.018,11.334,0.085,,,10.189,0.024,9.857,0.022,9.727,0.018,AAA,9.662,0.023,9.711,0.021,9.725,0.056,,,0.0,0,0,,
J041000.79+182103.4,62.50329999999999,18.35093611111111,-0.3,2.1,0.2,2.2,12.872,0.406,11.622,0.186,10.861,0.0080,11.888,0.032,10.419,0.035,,,8.802,0.021,8.239,0.049,8.117,0.021,AAA,7.992,0.025,8.061,0.022,7.987,0.022,7.455,0.128,0.0,0,0,,
J041004.96+240653.7,62.52067944444444,24.114918611111108,0.8,1.4,-16.3,1.4,10.646,0.053,10.12,0.048,,,,,,,,,8.475,0.019,8.32,0.023,8.376,0.026,AAA,,,,,,,,,0.0,0,0,,
J041005.33+180606.9,62.522207222222214,18.101908888888886,15.3,1.0,-34.3,1.0,10.136,0.042,9.44,0.031,9.153,0.0060,10.038,0.416,9.049,0.048,,,8.137,0.027,7.931,0.024,7.841,0.029,AAA,7.785,0.024,7.834,0.021,7.842,0.02,7.878,0.213,0.0017,0,0,,
J041008.05+183828.1,62.53355472222221,18.641148888888885,2.0,1.4,-2.1,1.4,12.674,0.326,10.235,0.052,9.283,0.0060,10.87,0.091,8.594,0.037,,,6.559,0.019,5.76,0.017,5.518,0.018,AAA,5.427,0.065,5.306,0.03,5.416,0.014,5.304,0.031,0.0,0,0,,
J041011.77+182828.2,62.54904472222221,18.474511388888885,2.0,1.0,-5.6,1.0,11.143,0.076,9.182,0.024,8.581,0.306,10.156,0.348,7.694,0.149,,,5.677,0.023,4.865,0.047,4.637,0.02,AEA,4.545,0.091,4.22,0.045,4.565,0.015,4.474,0.028,0.0,0,0,,
J041013.15+184340.8,62.55479555555555,18.728001388888888,29.0,1.4,-6.2,1.4,11.785,0.108,10.915,0.091,10.575,0.1,11.168,0.027,10.388,0.055,,,9.291,0.022,9.034,0.022,8.898,0.018,AAA,8.8,0.024,8.831,0.02,8.683,0.025,7.99,0.21,0.0,0,0,,
J041042.36+182523.7,62.676511111111104,18.423252499999997,121.7,0.7,-31.4,0.8,7.088,0.015,6.638,0.01,,,,,,,,,5.795,0.02,5.625,0.02,5.572,0.021,AAA,,,,,,,,,0.0,0,0,,
J041052.62+180306.4,62.71923527777777,18.05178222222222,1.4,2.1,-10.2,2.3,12.438,0.282,11.939,0.245,11.571,0.1,12.038,0.018,11.358,0.063,,,10.274,0.02,10.069,0.028,9.927,0.02,AAA,9.841,0.022,9.847,0.02,10.002,0.063,,,0.0,0,0,,
J041053.02+181104.2,62.720923333333324,18.184497777777775,14.5,2.0,-35.8,2.0,12.547,0.296,11.263,0.12,10.831,0.1,11.968,0.031,10.302,0.036,,,8.552,0.032,7.959,0.047,7.755,0.027,AAA,7.646,0.024,7.697,0.02,7.64,0.019,7.812,0.208,0.0,0,0,,
J041113.06+182247.7,62.80442999999999,18.379926388888887,-29.5,1.2,-120.4,1.2,10.331,0.042,9.694,0.035,9.484,0.0050,,,,,,,8.523,0.029,8.236,0.029,8.196,0.027,AAA,,,,,,,,,0.0,0,0,,
J041117.74+182611.2,62.82393666666666,18.436449999999997,20.3,2.2,-17.7,2.3,12.77,0.344,11.497,0.152,11.266,0.1,11.897,0.026,11.028,0.174,,,9.786,0.02,9.48,0.022,9.319,0.017,AAA,9.222,0.023,9.243,0.02,9.189,0.034,,,0.0,0,0,,
J041119.89+181558.9,62.83286972222221,18.26637333333333,2.4,1.5,-21.0,1.5,11.967,0.147,10.947,0.093,10.895,0.1,11.574,0.022,10.587,0.029,,,9.37,0.02,9.03,0.036,8.896,0.023,AAA,8.814,0.022,8.835,0.02,8.823,0.029,8.787,0.452,0.0,0,0,,
J041133.43+203334.0,62.88927916666666,20.55944111111111,3.1,1.7,-15.7,1.8,12.241,0.202,11.328,0.125,11.128,0.016,11.638,0.055,10.799,0.054,,,9.818,0.02,9.543,0.022,9.457,0.018,AAA,9.37,0.022,9.363,0.02,9.227,0.038,,,0.0,0,0,,
J041133.99+210026.9,62.89163249999999,21.007477499999997,-13.4,1.7,-12.2,1.8,12.367,0.215,11.327,0.115,11.038,0.1,11.654,0.044,10.717,0.054,,,9.659,0.021,9.342,0.022,9.263,0.018,AAA,9.162,0.024,9.206,0.021,9.103,0.031,8.783,0.402,0.0,0,0,,
J041145.83+211305.1,62.94094777777777,21.21809583333333,-6.0,2.0,-16.7,2.1,12.976,0.378,11.804,0.217,11.201,0.1,11.955,0.046,10.835,0.063,,,9.701,0.024,9.369,0.023,9.261,0.023,AAA,9.076,0.023,9.092,0.019,9.099,0.031,9.077,0.502,0.0,0,0,,
J041148.95+255901.8,62.9539711111111,25.98384361111111,11.9,1.9,15.9,1.9,11.527,0.087,10.619,0.061,,,,,,,,,7.647,0.018,7.392,0.017,7.314,0.017,AAA,,,,,,,,,0.0,0,0,,
J041151.50+194201.5,62.96460388888888,19.70042694444444,-23.3,2.5,-72.0,2.6,13.607,0.634,11.512,0.174,11.14,0.1,12.148,0.03,10.767,0.043,,,9.464,0.021,8.892,0.036,8.72,0.018,AAA,8.644,0.023,8.705,0.02,8.663,0.026,,,0.0,0,0,,
J041151.96+205258.6,62.966514999999994,20.882934999999996,32.8,1.6,-8.7,1.6,12.105,0.154,10.333,0.05,9.934,0.0020,11.097,0.048,9.455,0.056,,,8.001,0.026,7.413,0.017,7.275,0.023,AAA,7.159,0.033,7.28,0.021,7.177,0.016,7.132,0.102,0.0,0,0,,
J041152.86+213846.6,62.97024333333332,21.646267499999997,-0.1,1.7,-3.7,1.7,13.032,0.421,10.717,0.081,9.791,0.1,11.618,0.046,8.903,0.095,,,6.647,0.026,5.726,0.021,5.448,0.021,AAA,5.336,0.063,5.328,0.032,5.355,0.015,5.213,0.033,0.0,0,0,,
J041153.23+224354.8,62.971781111111106,22.731885555555554,-0.7,1.6,-4.1,1.7,11.793,0.115,11.378,0.139,11.104,0.1,11.407,0.032,11.077,0.337,,,10.127,0.022,9.986,0.022,9.88,0.017,AAA,9.832,0.024,9.844,0.022,9.949,0.06,,,0.0,0,0,,
J041200.13+184952.4,63.00052444444444,18.83122555555555,7.5,2.2,-1.1,2.2,12.315,0.273,12.004,0.283,11.369,0.1,11.857,0.025,11.169,0.029,,,10.064,0.021,9.838,0.022,9.747,0.017,AAA,9.662,0.023,9.662,0.019,9.72,0.046,,,0.0,0,0,,
J041203.59+215650.5,63.01497499999999,21.947372499999997,88.8,1.0,-86.0,1.0,9.833,0.032,9.052,0.024,,,,,,,,,7.784,0.021,7.528,0.042,7.424,0.021,AAA,,,,,,,,,0.0,0,0,,
J041205.73+210410.8,63.02387972222221,21.069674166666665,3.2,1.1,-15.3,1.1,10.691,0.048,10.077,0.041,9.823,0.01,10.507,0.078,9.63,0.065,,,8.852,0.027,8.56,0.018,8.506,0.018,AAA,8.442,0.022,8.477,0.02,8.371,0.022,7.691,0.144,0.0,0,0,,
J041206.73+234144.5,63.028032499999995,23.69569111111111,1.5,1.5,-16.0,1.6,12.026,0.118,10.895,0.068,10.673,0.1,11.273,0.028,11.387,1.434,,,9.371,0.022,9.074,0.026,8.965,0.018,AAA,8.904,0.023,8.917,0.019,8.93,0.029,,,0.0,0,0,,
J041207.42+235857.5,63.03093388888888,23.982626666666665,-2.2,1.2,-12.7,1.3,10.442,0.032,10.073,0.031,9.869,0.1,,,11.197,1.572,,,9.194,0.021,9.101,0.022,9.036,0.017,AAA,8.988,0.022,9.013,0.021,8.958,0.029,8.449,0.293,0.0,0,0,,
J041209.40+222450.1,63.03916499999999,22.41391222222222,7.8,1.7,-3.2,1.8,13.023,0.462,10.734,0.089,10.024,0.011,11.318,0.041,9.552,0.316,,,7.743,0.02,7.082,0.026,6.86,0.023,AAA,6.742,0.039,6.84,0.019,6.776,0.016,6.738,0.08,0.0,0,0,,
J041211.34+213208.9,63.0472311111111,21.53580111111111,26.1,0.7,-16.5,0.7,9.576,0.027,8.868,0.02,9.282,0.067,10.065,0.07,8.438,0.102,,,7.356,0.023,7.094,0.023,6.987,0.023,AAA,6.853,0.034,6.882,0.021,6.909,0.016,6.928,0.101,0.0,0,0,,
J041212.58+224622.1,63.052432499999995,22.772808888888886,2.5,2.4,-14.4,2.4,13.147,0.468,11.237,0.126,10.883,0.1,12.023,0.038,10.451,0.328,,,8.785,0.023,8.17,0.023,7.998,0.021,AAA,7.871,0.024,7.988,0.021,7.921,0.021,8.291,0.27,0.0,0,0,,
J041212.72+204442.7,63.052986944444434,20.74518083333333,15.9,0.9,-15.0,1.0,10.03,0.032,9.352,0.024,9.195,0.1,10.119,0.071,9.044,0.049,,,8.276,0.018,8.155,0.021,8.061,0.021,AAA,8.011,0.023,8.043,0.021,7.974,0.019,7.739,0.162,0.0,0,0,,
J041216.02+240248.0,63.0667486111111,24.04666944444444,-6.2,2.1,11.7,2.2,12.467,0.176,11.374,0.087,11.035,0.1,11.692,0.027,11.735,1.424,,,9.664,0.021,9.372,0.023,9.255,0.018,AAA,9.181,0.023,9.207,0.019,9.1,0.031,,,0.0,0,0,,
J041218.93+234357.9,63.07887833333333,23.732750277777775,-7.1,1.2,-24.8,1.2,10.884,0.045,10.162,0.035,9.846,0.1,,,,,,,8.791,0.021,8.453,0.031,8.403,0.019,AAA,8.362,0.024,8.408,0.021,8.409,0.023,8.694,0.399,0.0,0,0,,
J041219.12+245213.3,63.079649999999994,24.870353888888886,-8.3,1.7,-84.9,1.7,11.641,0.069,10.512,0.042,10.047,0.017,10.96,0.047,9.658,0.065,,,8.346,0.023,7.918,0.029,7.741,0.026,AAA,7.678,0.024,7.703,0.02,7.696,0.018,7.477,0.132,0.0,0,0,,
J041219.71+231252.0,63.08211777777777,23.21443333333333,2.3,1.3,-1.3,1.4,12.603,0.26,10.961,0.079,10.469,0.1,11.56,0.041,10.203,0.909,,,8.339,0.027,7.713,0.033,7.56,0.024,AAA,7.454,0.028,7.522,0.02,7.468,0.018,7.39,0.115,0.0,0,0,,
J041222.51+233528.2,63.093779999999995,23.591159166666664,5.8,1.5,-4.8,1.5,12.215,0.167,10.422,0.047,9.658,0.024,,,,,,,7.319,0.026,6.598,0.026,6.358,0.023,AAA,6.252,0.042,6.411,0.021,6.318,0.015,6.243,0.051,0.0,0,0,,
J041225.01+233428.4,63.104208333333325,23.57456222222222,-16.4,1.3,-28.9,1.2,8.648,0.017,7.391,0.011,,,,,,,,,5.209,0.017,4.882,0.224,4.579,0.015,EDA,4.524,0.09,4.256,0.041,4.576,0.015,4.516,0.025,0.0,0,0,,
J041225.01+233428.4,63.104208333333325,23.57456222222222,-16.4,1.3,-28.9,1.2,10.428,0.035,9.865,0.034,,,,,,,,,5.209,0.017,4.882,0.224,4.579,0.015,EDA,,,,,,,,,0.0,0,0,,
J041225.42+233645.9,63.1059286111111,23.612747222222218,9.1,1.5,-10.0,1.6,11.895,0.099,11.323,0.099,11.2,0.021,,,,,,,10.058,0.022,9.811,0.024,9.745,0.018,AAA,9.667,0.022,9.677,0.019,9.724,0.042,,,0.0,0,0,,
J041227.04+244707.5,63.11265749999999,24.78541305555555,-10.8,1.8,-1.3,1.8,12.152,0.132,10.503,0.044,9.637,0.1,11.374,0.026,,,,,6.711,0.023,5.817,0.04,5.558,0.033,AAA,5.43,0.058,5.379,0.027,5.449,0.014,5.323,0.035,0.0,0,0,,
J041228.12+231925.6,63.11715666666666,23.323783055555552,67.1,1.7,-67.1,1.9,13.028,0.307,11.408,0.116,11.538,0.027,,,,,,,10.03,0.02,9.643,0.023,9.515,0.018,AAA,,,,,,,,,0.0,0,0,,
J041228.89+205508.8,63.12037305555555,20.919119999999996,5.5,2.4,-2.5,2.5,12.521,0.27,11.851,0.219,11.382,0.0080,11.969,0.052,11.049,0.056,,,9.912,0.02,9.682,0.023,9.548,0.017,AAA,9.472,0.023,9.466,0.021,9.302,0.034,8.059,0.209,0.0,0,0,,
J041231.30+235303.8,63.130396111111104,23.884399166666665,3.8,1.4,-15.2,1.5,11.302,0.059,10.737,0.055,10.585,0.0020,,,,,,,9.62,0.022,9.466,0.022,9.395,0.021,AAA,9.345,0.024,9.349,0.022,9.241,0.033,8.426,0.288,0.0,0,0,,
J041231.69+235013.4,63.132055555555546,23.83705555555555,1.2,2.1,-3.7,2.2,12.193,0.135,11.813,0.156,11.654,0.0070,,,,,,,10.502,0.022,10.297,0.024,10.177,0.018,AAA,10.13,0.024,10.143,0.022,10.021,0.054,,,0.0,0,0,,
J041235.24+252019.3,63.14683749999999,25.338691388888886,14.9,1.5,-8.8,1.5,12.14,0.131,10.232,0.036,9.385,0.038,10.874,0.023,8.777,0.01,,,6.891,0.027,6.119,0.016,5.935,0.038,AAA,5.852,0.052,5.806,0.024,5.817,0.015,5.722,0.045,0.0,0,0,,
J041235.71+224201.5,63.14880833333333,22.7004225,-0.3,1.4,-7.9,1.4,11.881,0.134,10.239,0.051,9.648,0.1,10.786,0.036,9.154,0.03,,,7.633,0.018,7.043,0.016,6.899,0.016,AAA,6.851,0.034,6.848,0.02,6.816,0.015,6.775,0.077,0.0,0,0,,
J041236.11+215732.3,63.15046555555555,21.95897333333333,-2.5,1.8,-12.6,2.0,13.982,0.645,11.003,0.098,9.99,0.1,11.725,0.043,9.245,0.029,,,7.137,0.021,6.272,0.02,6.027,0.02,AAA,5.92,0.049,5.905,0.026,5.883,0.015,5.794,0.039,0.0,0,0,,
J041236.20+263256.5,63.15083166666666,26.549020277777775,4.2,1.5,-4.1,1.5,11.073,0.06,9.768,0.03,9.503,0.115,10.395,0.148,8.904,0.028,,,7.605,0.018,7.08,0.024,6.93,0.023,AAA,6.811,0.039,6.938,0.02,6.886,0.015,7.031,0.097,0.0,0,0,,
J041239.41+242104.6,63.16420388888888,24.351271111111107,2.9,2.0,-42.8,2.0,12.206,0.13,11.421,0.086,10.038,0.1,,,,,,,8.588,0.032,8.243,0.017,8.129,0.017,AAA,8.051,0.025,8.081,0.021,8.073,0.02,8.206,0.253,0.0,0,0,,
J041239.41+242104.6,63.16420388888888,24.351271111111107,2.9,2.0,-42.8,2.0,12.117,0.117,11.014,0.062,,,,,,,,,8.588,0.032,8.243,0.017,8.129,0.017,AAA,,,,,,,,,0.0,0,0,,
J041239.52+230433.8,63.164646944444435,23.076068888888887,14.6,1.7,-5.0,1.8,12.991,0.311,11.038,0.084,10.299,0.029,11.693,0.051,9.753,0.416,,,7.856,0.027,7.126,0.017,6.931,0.017,AAA,6.871,0.036,6.872,0.021,6.837,0.015,6.768,0.072,0.0,0,0,,
J041240.14+260248.9,63.16723166666666,26.046913055555553,26.8,3.8,11.1,3.8,13.032,0.318,12.49,0.26,,,,,,,,,10.325,0.022,9.734,0.022,9.6,0.019,AAA,,,,,,,,,0.0,0,0,,
J041242.81+254908.8,63.178369166666656,25.81912361111111,3.1,3.8,-3.5,3.7,13.174,0.346,12.095,0.205,11.848,0.028,12.82,0.042,11.402,0.022,,,10.001,0.022,9.485,0.022,9.323,0.017,AAA,9.242,0.023,9.285,0.019,9.26,0.036,,,0.0,0,0,,
J041243.21+261617.6,63.18002138888888,26.271566111111106,16.8,2.0,-15.9,2.1,11.798,0.102,11.413,0.12,11.248,0.1,11.673,0.039,11.077,0.016,,,10.171,0.022,9.971,0.02,9.872,0.021,AAA,9.819,0.023,9.838,0.02,9.87,0.054,8.503,0.346,0.0,0,0,,
J041243.80+232702.8,63.18249555555555,23.450786388888886,-1.7,2.4,-7.1,2.6,13.501,0.412,11.498,0.119,11.773,0.1,12.159,0.064,12.216,0.854,,,10.711,0.021,10.517,0.022,10.43,0.02,AAA,10.355,0.023,10.384,0.02,10.689,0.127,,,0.0,0,0,,
J041246.74+233114.8,63.19475166666666,23.520785555555552,23.0,0.9,-14.4,0.9,9.766,0.024,7.887,0.012,,,,,,,,,5.152,0.332,4.249,0.25,4.102,0.312,DDD,3.685,0.115,3.317,0.059,3.757,0.015,3.666,0.022,0.0,0,0,,
J041247.21+261015.4,63.19668944444444,26.170946388888886,7.1,2.3,-31.3,2.4,12.024,0.14,11.489,0.133,11.153,0.0010,11.66,0.037,10.947,0.016,,,10.017,0.022,9.742,0.022,9.67,0.019,AAA,9.609,0.023,9.626,0.02,9.68,0.049,,,0.0,0,0,,
J041251.22+244144.3,63.21340916666666,24.69563111111111,7.6,3.9,-15.8,4.0,13.043,0.283,12.619,0.24,11.664,0.1,12.575,0.063,11.094,0.096,,,9.574,0.022,8.985,0.022,8.806,0.021,AAA,8.683,0.023,8.678,0.02,8.573,0.025,8.364,0.291,0.0,0,0,,
J041251.24+222448.4,63.213519722222216,22.41345472222222,-3.1,0.8,-12.2,0.7,6.35,0.015,6.162,0.01,,,,,,,,,5.595,0.037,5.61,0.018,5.57,0.02,AAA,5.557,0.064,5.44,0.029,5.653,0.015,5.553,0.036,0.0,0,0,,
J041252.58+261100.0,63.21907166666666,26.18333083333333,6.9,1.9,-4.6,2.0,10.621,0.044,10.4,0.05,10.371,0.1,10.556,0.05,10.399,0.014,,,9.765,0.022,9.667,0.022,9.581,0.021,AAA,9.54,0.023,9.555,0.021,9.649,0.049,,,0.0,0,0,,
J041255.99+272410.8,63.23329249999999,27.40298972222222,-6.7,2.7,-3.2,2.7,12.389,0.22,11.594,0.145,10.592,0.0,11.981,0.033,9.929,0.072,,,8.228,0.02,7.452,0.026,7.254,0.024,AAA,7.129,0.033,7.279,0.021,7.172,0.017,7.097,0.105,0.0,0,0,,
J041256.07+255725.7,63.23360944444443,25.957143888888886,-0.3,2.5,-8.4,2.5,12.283,0.176,11.54,0.125,10.944,0.1,11.946,0.036,10.5,0.013,,,9.081,0.022,8.498,0.017,8.347,0.027,AAA,8.258,0.023,8.329,0.021,8.302,0.024,8.199,0.267,0.0,0,0,,
J041256.21+270513.4,63.2341961111111,27.087041666666664,2.3,2.6,-3.0,2.7,12.044,0.156,12.325,0.281,12.203,0.1,12.563,0.033,12.025,0.045,,,11.113,0.021,10.893,0.022,10.764,0.019,AAA,10.712,0.023,10.736,0.021,11.148,0.177,,,0.0,0,0,,
J041257.40+275344.5,63.23917916666666,27.89569583333333,-9.0,2.6,-5.7,2.6,12.379,0.192,11.461,0.112,11.041,0.019,11.955,0.027,10.496,0.065,,,9.067,0.02,8.648,0.031,8.499,0.021,AAA,8.361,0.024,8.354,0.021,8.382,0.022,8.614,0.372,0.0,0,0,,
J041259.71+262138.1,63.24880555555555,26.360590277777774,-3.1,2.5,-8.9,2.6,12.0,0.138,11.558,0.141,11.746,0.015,12.139,0.037,11.587,0.022,,,10.759,0.024,10.51,0.022,10.436,0.019,AAA,10.372,0.023,10.403,0.02,10.526,0.096,,,0.0,0,0,,
J041300.82+264853.1,63.25342055555555,26.814754166666663,-3.6,2.4,-6.6,2.5,11.996,0.165,10.556,0.067,10.207,0.094,11.165,0.044,9.92,0.037,,,8.646,0.027,8.129,0.044,7.979,0.024,AAA,7.914,0.022,7.999,0.019,7.938,0.022,8.457,0.36,0.0,0,0,,
J041303.27+270645.4,63.26363222222221,27.11261472222222,-2.0,2.1,-30.0,2.1,11.275,0.08,9.846,0.035,9.221,0.1,10.434,0.119,8.777,0.072,,,7.275,0.027,6.674,0.023,6.492,0.023,AAA,6.46,0.047,6.508,0.021,6.447,0.015,6.364,0.053,0.0,0,0,,
J041303.51+280225.0,63.264622222222215,28.040280277777775,-0.1,2.4,-9.5,2.4,12.2,0.151,9.965,0.032,9.224,0.286,10.815,0.0060,,,,,5.046,0.018,4.062,0.212,3.806,0.294,ECD,3.497,0.102,2.974,0.073,3.476,0.014,3.384,0.021,0.0,0,0,,
J041304.60+262709.1,63.269166388888884,26.452526666666664,34.1,2.3,-12.9,2.3,11.496,0.088,10.856,0.08,10.718,0.1,11.234,0.037,10.527,0.024,,,9.612,0.022,9.35,0.022,9.239,0.019,AAA,9.173,0.023,9.223,0.02,9.17,0.032,,,0.0,0,0,,
J041305.61+230522.7,63.2733886111111,23.089635277777774,20.8,1.1,-12.9,1.1,11.076,0.056,9.694,0.03,9.048,0.1,,,8.626,0.043,,,7.058,0.021,6.441,0.027,6.284,0.016,AAA,6.185,0.049,6.253,0.022,6.229,0.016,6.139,0.046,0.0,0,0,,
