DANCe,RAJ2000,DEJ2000,pmRA,e_pmRA,pmDE,e_pmDE,BTmag,e_BTmag,VTmag,e_VTmag,rmag,e_rmag,gmag,e_gmag,imag,e_imag,Y,err_Y,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Qflg,W1,e_W1,W2,e_W2,W3,e_W3,W4,e_W4,Pmb,Teff,e_Teff,Lbol,e_Lbol
J035339.25+182113.2,58.41356166666666,18.353675,2.7,2.0,-2.7,2.3,12.832,0.297,12.719,0.315,11.429,0.014,12.599,0.028,11.045,0.199,,,9.323,0.024,8.65,0.018,8.462,0.017,AAA,8.364,0.023,8.451,0.02,8.385,0.023,8.485,0.335,0.0,0,0,,
J035350.02+181955.5,58.45842694444444,18.33207611111111,28.8,1.3,14.2,1.3,12.0,0.138,11.065,0.094,10.737,0.0090,11.301,0.023,10.533,0.1,,,9.424,0.02,9.069,0.022,8.934,0.017,AAA,8.88,0.023,8.937,0.02,8.913,0.03,,,0.0,0,0,,
J035352.35+184753.3,58.468128055555546,18.798131111111108,0.1,2.6,-21.7,2.7,13.605,0.471,11.682,0.151,12.14,0.1,12.66,0.017,11.944,0.092,,,10.835,0.021,10.512,0.02,10.423,0.018,AAA,10.36,0.023,10.375,0.02,10.487,0.091,,,0.0,0,0,,
J035401.53+282155.3,58.50638972222222,28.365359166666664,2.5,2.2,-5.6,2.1,11.007,0.052,10.782,0.065,,,,,,,,,9.829,0.023,9.634,0.03,9.527,0.022,AAA,,,,,,,,,0.0,0,0,,
J035408.50+193945.1,58.53541527777777,19.662533333333332,-9.5,2.7,0.3,2.9,13.52,0.4,12.221,0.223,,,,,,,,,10.778,0.022,10.443,0.022,10.354,0.018,AAA,,,,,,,,,0.0,0,0,,
J035420.66+183728.1,58.58610277777777,18.624474166666666,0.3,1.1,-14.0,1.1,10.564,0.043,8.395,0.015,7.982,0.469,9.379,0.546,,,,,4.763,0.284,3.774,0.22,3.476,0.24,DDD,3.294,0.144,2.87,0.086,3.34,0.014,3.207,0.021,0.0,0,0,,
J035431.36+185754.4,58.63067527777777,18.96512194444444,-1.0,1.5,-15.0,1.6,11.463,0.069,10.727,0.058,10.405,0.1,10.899,0.05,10.301,0.138,,,9.283,0.022,9.076,0.02,8.947,0.017,AAA,8.862,0.022,8.882,0.021,8.91,0.029,,,0.0,0,0,,
J035441.73+185359.9,58.673894166666656,18.89996972222222,-1.0,1.8,2.5,1.9,12.985,0.283,11.405,0.101,10.956,0.0050,12.019,0.021,10.572,0.123,,,8.981,0.022,8.335,0.029,8.19,0.026,AAA,8.069,0.023,8.15,0.02,8.078,0.02,7.93,0.192,0.0,0,0,,
J035444.54+181644.0,58.68559916666666,18.27889083333333,22.8,1.2,-9.1,1.3,11.277,0.062,10.554,0.05,10.37,0.1,10.865,0.121,10.221,0.047,,,9.34,0.02,9.077,0.021,9.023,0.018,AAA,8.96,0.023,8.991,0.019,9.064,0.037,8.89,0.479,0.0,0,0,,
J035456.65+182242.2,58.73603527777777,18.378400277777775,3.8,1.0,0.6,1.0,9.568,0.023,9.133,0.019,9.111,0.087,10.028,0.199,9.014,0.127,,,8.285,0.029,8.183,0.027,8.082,0.024,AAA,7.992,0.024,8.031,0.021,8.049,0.024,7.846,0.205,0.0,0,0,,
J035459.95+222945.7,58.749774444444434,22.496018055555552,-17.0,2.4,-4.4,2.7,13.18,0.373,12.228,0.225,,,,,,,,,11.144,0.023,10.931,0.025,10.868,0.017,AAA,,,,,,,,,0.0,0,0,,
J035505.64+183525.8,58.77351527777777,18.5904875,8.5,1.1,-12.1,1.1,8.658,0.017,7.928,0.012,8.436,0.097,9.594,0.242,7.537,0.19,,,6.228,0.018,5.849,0.034,5.713,0.02,AAA,5.62,0.062,5.566,0.029,5.674,0.015,5.632,0.037,0.0,0,0,,
J035507.43+184339.4,58.7809511111111,18.727620277777774,4.0,1.9,0.0,2.0,12.958,0.265,12.19,0.197,12.104,0.1,12.67,0.017,11.86,0.089,,,10.729,0.024,10.378,0.025,10.297,0.019,AAA,10.222,0.023,10.266,0.019,10.189,0.063,8.758,0.419,0.0,0,0,,
J035527.35+181058.9,58.86397333333333,18.183016388888888,-0.3,2.4,-14.0,2.5,12.997,0.276,11.698,0.137,11.324,0.1,12.291,0.037,10.849,0.013,,,9.412,0.023,8.859,0.036,8.638,0.021,AAA,8.541,0.023,8.607,0.02,8.565,0.024,8.657,0.392,0.0,0,0,,
J035540.31+185238.4,58.917959999999994,18.877320277777777,1.8,1.9,-3.6,2.0,14.155,0.441,11.435,0.093,10.785,0.0040,12.067,0.023,10.312,0.119,,,8.474,0.021,7.706,0.024,7.525,0.02,AAA,7.423,0.028,7.536,0.022,7.459,0.018,7.243,0.108,0.0,0,0,,
J035542.72+180727.1,58.92799722222222,18.124188333333333,-16.0,2.2,-11.0,2.3,12.242,0.151,11.835,0.157,11.483,0.0050,11.949,0.029,11.309,0.109,,,10.265,0.023,9.942,0.027,9.878,0.019,AAA,9.812,0.023,9.851,0.02,9.91,0.053,,,0.0,0,0,,
J035543.03+300437.1,58.929287499999994,30.076982777777776,12.2,2.0,-6.5,2.0,11.82,0.096,10.602,0.053,10.148,0.049,10.997,0.035,9.688,0.041,,,8.415,0.021,7.961,0.017,7.83,0.02,AAA,,,,,,,,,0.0,0,0,,
J035543.16+182303.1,58.929843333333324,18.384203611111108,10.2,1.7,-1.4,1.8,12.585,0.205,11.32,0.087,10.851,0.0080,11.946,0.034,10.407,0.103,,,8.751,0.021,8.176,0.024,8.0,0.02,AAA,7.92,0.024,8.029,0.021,7.926,0.019,7.799,0.171,0.0,0,0,,
J035549.86+184012.8,58.957767499999996,18.670216388888885,21.6,1.8,-0.4,1.9,13.054,0.261,11.677,0.12,11.634,0.01,12.111,0.016,11.465,0.082,,,10.493,0.023,10.197,0.027,10.094,0.027,AAA,10.055,0.023,10.091,0.021,10.176,0.067,,,0.0,0,0,,
J035557.57+184822.5,58.98988277777777,18.806251388888885,0.3,1.7,-5.6,1.8,12.933,0.227,11.074,0.067,10.287,0.0010,11.664,0.027,9.761,0.243,,,7.874,0.02,7.14,0.018,6.931,0.024,AAA,6.819,0.036,6.959,0.02,6.877,0.017,6.787,0.083,0.0,0,0,,
J035601.67+184252.8,59.00695833333332,18.714666666666663,-9.7,1.8,-12.4,1.9,13.07,0.251,12.126,0.159,11.413,0.1,12.2,0.02,11.092,0.137,,,9.74,0.023,9.254,0.027,9.144,0.022,AAA,9.037,0.023,9.092,0.02,9.051,0.031,,,0.0,0,0,,
J035610.85+183234.8,59.04521333333332,18.543011388888885,-6.4,1.5,1.2,1.6,11.688,0.07,11.289,0.082,11.087,0.1,11.32,0.038,11.054,0.085,,,10.208,0.025,10.049,0.025,9.976,0.019,AAA,9.922,0.023,9.945,0.02,10.057,0.055,,,0.0,0,0,,
J035622.13+185213.4,59.092207499999994,18.870390277777776,-4.7,1.9,-16.8,2.0,13.307,0.284,11.881,0.14,11.698,0.0040,12.398,0.019,11.446,0.192,,,10.176,0.023,9.801,0.028,9.661,0.021,AAA,9.574,0.023,9.593,0.021,9.622,0.041,8.915,0.46,0.0,0,0,,
J035627.07+181114.4,59.11277916666666,18.18733722222222,-0.4,2.6,1.1,2.8,14.605,0.536,12.124,0.172,11.405,0.1,12.592,0.036,10.908,0.156,,,9.187,0.044,8.477,0.021,8.308,0.031,AAA,8.183,0.023,8.268,0.022,8.21,0.02,8.044,0.226,0.0,0,0,,
J035629.93+183154.5,59.12470083333333,18.53179722222222,-3.7,1.7,-7.6,1.7,13.205,0.296,10.773,0.054,9.983,0.1,11.546,0.036,9.171,0.259,,,7.018,0.03,6.149,0.038,5.858,0.023,AAA,5.719,0.051,5.811,0.025,5.733,0.015,5.634,0.034,0.0,0,0,,
J035635.49+185850.7,59.14786972222222,18.980736666666665,38.9,1.6,-27.1,1.7,12.174,0.122,11.829,0.138,11.451,0.1,11.902,0.015,11.364,0.121,,,10.336,0.023,10.026,0.022,9.958,0.018,AAA,9.933,0.023,9.969,0.02,10.136,0.076,,,0.0,0,0,,
J035636.55+183028.6,59.15228055555555,18.507941944444443,-3.1,1.7,-11.8,1.8,12.87,0.229,11.328,0.085,10.614,0.1,11.724,0.02,10.147,0.097,,,8.5,0.024,7.976,0.033,7.715,0.023,AAA,7.633,0.024,7.728,0.019,7.648,0.018,7.704,0.167,0.0,0,0,,
J035701.38+185019.7,59.255734999999994,18.838801666666665,-31.9,0.8,-52.3,0.8,9.062,0.017,8.531,0.013,8.707,0.241,9.636,0.382,8.265,0.072,,,7.459,0.02,7.249,0.034,7.204,0.023,AAA,7.146,0.03,7.182,0.02,7.194,0.017,7.096,0.093,0.0,0,0,,
J035707.88+181648.7,59.28281777777777,18.280195555555554,-18.7,1.9,-21.6,2.2,13.482,0.336,12.195,0.179,11.663,0.1,12.316,0.011,11.341,0.04,,,10.242,0.024,9.872,0.027,9.724,0.025,AAA,9.585,0.021,9.608,0.02,9.604,0.041,,,0.0,0,0,,
J035715.14+183035.2,59.31307888888888,18.509776388888888,3.0,1.6,-3.3,1.8,13.04,0.251,12.391,0.185,12.219,0.1,12.608,0.026,12.063,0.109,,,11.083,0.023,10.909,0.022,10.811,0.018,AAA,10.748,0.024,10.755,0.021,11.197,0.157,,,0.0,0,0,,
J035717.42+183839.2,59.32260027777777,18.644224166666664,-60.4,1.2,-26.4,1.2,11.721,0.066,10.716,0.048,10.344,0.0060,10.956,0.067,10.18,0.095,,,9.188,0.024,8.778,0.034,8.702,0.018,AAA,8.671,0.024,8.724,0.022,8.687,0.024,,,0.0,0,0,,
J035725.46+184131.2,59.35607388888888,18.69198722222222,9.9,1.1,-6.5,1.2,11.174,0.05,10.532,0.041,10.25,0.1,10.82,0.088,10.133,0.128,,,9.137,0.02,8.832,0.023,8.748,0.021,AAA,8.677,0.024,8.711,0.021,8.741,0.026,,,0.0,0,0,,
J035726.36+182847.2,59.35983027777777,18.479776388888887,-12.9,2.3,-26.3,2.4,12.674,0.201,12.115,0.157,12.485,0.1,13.004,0.02,12.342,0.206,,,11.2,0.021,10.918,0.027,10.833,0.02,AAA,10.754,0.023,10.786,0.021,11.123,0.157,,,0.0,0,0,,
J035727.77+300020.0,59.36571888888888,30.005564722222218,-26.8,1.4,-51.4,1.3,10.061,0.025,9.329,0.017,9.102,0.1,9.685,0.214,8.941,0.047,,,8.089,0.021,7.837,0.031,7.753,0.016,AAA,,,,,,,,,0.0,0,0,,
J035730.02+182713.1,59.37506777777777,18.453643611111108,51.8,2.5,-29.2,2.7,13.935,0.373,12.239,0.174,12.295,0.1,12.805,0.017,12.181,0.286,,,11.083,0.02,10.736,0.025,10.643,0.018,AAA,10.573,0.023,10.63,0.02,10.954,0.118,,,0.0,0,0,,
J035730.76+181340.5,59.378161388888884,18.227919999999997,6.3,1.1,-21.2,1.1,11.325,0.057,10.67,0.049,10.362,0.1,10.885,0.09,10.194,0.079,,,9.337,0.021,9.057,0.022,8.941,0.018,AAA,8.871,0.023,8.904,0.019,8.93,0.029,8.175,0.231,0.0,0,0,,
J035733.00+182716.4,59.38751249999999,18.454560277777777,-13.1,1.4,-9.1,1.6,12.409,0.159,11.613,0.104,11.043,0.1,11.746,0.027,10.729,0.071,,,9.49,0.021,9.025,0.027,8.999,0.02,AAA,8.813,0.023,8.858,0.02,8.879,0.028,,,0.0,0,0,,
J035733.28+185643.3,59.38864777777777,18.945349999999998,13.2,2.7,-27.1,3.1,13.669,0.349,12.934,0.255,12.342,0.1,13.04,0.02,12.084,0.066,,,10.898,0.023,10.536,0.024,10.419,0.02,AAA,10.309,0.023,10.329,0.021,10.368,0.076,8.778,0.438,0.0,0,0,,
J035738.98+182306.4,59.41243694444444,18.385106388888886,-22.1,1.7,-18.6,2.0,13.778,0.361,12.206,0.17,12.06,0.017,12.725,0.024,11.897,0.22,,,10.728,0.02,10.318,0.027,10.218,0.018,AAA,10.133,0.022,10.194,0.02,10.156,0.064,8.841,0.46,0.0,0,0,,
J035739.55+182107.9,59.41477388888888,18.352191944444442,-14.9,1.3,11.4,1.4,12.174,0.127,11.799,0.135,11.389,0.013,11.845,0.02,11.209,0.105,,,10.194,0.02,9.995,0.027,9.868,0.017,AAA,9.817,0.023,9.839,0.02,9.927,0.057,,,0.0,0,0,,
J035745.73+184412.3,59.440544722222214,18.736741388888888,1.4,2.1,1.1,2.5,13.601,0.316,11.897,0.139,11.804,0.1,12.688,0.021,11.447,0.081,,,10.009,0.02,9.448,0.022,9.299,0.021,AAA,9.204,0.022,9.296,0.02,9.195,0.035,,,0.0,0,0,,
J035749.46+185600.8,59.456080833333324,18.93355861111111,24.4,1.2,-14.8,1.2,11.204,0.05,10.613,0.042,9.754,0.1,,,,,,,8.958,0.027,8.693,0.028,8.535,0.023,EEE,,,,,,,,,0.0,0,0,,
J035803.72+300240.3,59.51548083333333,30.044528611111108,-1.6,2.8,-30.7,2.9,13.282,0.288,11.902,0.147,11.165,0.0090,12.315,0.042,10.56,0.047,,,9.033,0.021,8.438,0.023,8.278,0.017,AAA,,,,,,,,,0.0,0,0,,
J035808.77+183228.6,59.536535555555545,18.54127805555555,7.5,2.1,13.2,2.4,13.441,0.314,12.822,0.227,12.274,0.1,12.844,0.02,12.015,0.076,,,10.827,0.023,10.47,0.022,10.411,0.017,AAA,10.335,0.023,10.364,0.021,10.392,0.069,,,0.0,0,0,,
J035812.65+300323.2,59.552722499999994,30.056447499999997,-0.5,2.6,2.2,2.6,12.409,0.153,11.647,0.104,11.16,0.052,11.782,0.039,10.736,0.047,,,9.596,0.018,9.292,0.016,9.182,0.018,AAA,,,,,,,,,0.0,0,0,,
J035815.09+181810.5,59.56287777777777,18.302904444444444,3.6,0.9,-13.7,0.9,11.38,0.057,9.188,0.016,8.895,0.218,10.236,0.219,7.259,0.204,,,4.586,0.258,3.485,0.222,3.169,0.306,DDD,2.98,0.177,2.464,0.069,2.949,0.0090,2.764,0.016,0.0,0,0,,
J035821.34+184404.3,59.58890944444444,18.734524444444443,-4.0,1.7,-0.8,1.9,12.504,0.164,12.056,0.142,11.613,0.1,11.856,0.023,11.542,0.051,,,10.672,0.024,10.509,0.025,10.455,0.022,AAA,10.383,0.024,10.409,0.021,10.345,0.072,8.835,0.472,0.0,0,0,,
J035830.96+300124.2,59.62900638888888,30.023384166666663,1.4,2.0,-9.7,2.0,11.165,0.047,9.705,0.022,9.157,0.017,10.227,0.109,8.654,0.049,,,7.19,0.018,6.653,0.027,6.497,0.023,AAA,,,,,,,,,0.0,0,0,,
J035846.35+184052.8,59.693106111111106,18.681334999999997,-0.1,1.8,-23.6,2.0,12.928,0.209,12.243,0.159,11.83,0.0020,12.566,0.02,11.595,0.114,,,10.322,0.024,9.988,0.025,9.837,0.021,AAA,9.759,0.023,9.825,0.02,9.635,0.043,8.582,0.336,0.0,0,0,,
J035849.97+255150.6,59.70822472222221,25.86405083333333,53.0,2.1,-10.3,2.1,13.27,0.318,11.932,0.164,,,,,,,,,8.899,0.03,8.564,0.027,8.486,0.021,AAA,,,,,,,,,0.0,0,0,,
J035859.79+300031.0,59.749129166666656,30.00861583333333,0.8,2.0,-4.3,2.0,10.63,0.033,10.075,0.027,9.896,0.1,10.281,0.09,9.711,0.045,,,8.804,0.019,8.644,0.018,8.536,0.019,AAA,,,,,,,,,0.0,0,0,,
J035904.02+182037.9,59.76675527777777,18.343872499999996,-7.7,1.6,-4.3,1.7,12.82,0.203,12.076,0.141,11.634,0.01,12.153,0.027,11.436,0.148,,,10.352,0.023,10.011,0.025,9.921,0.017,AAA,9.846,0.023,9.889,0.02,10.02,0.07,,,0.0,0,0,,
J035909.24+184528.7,59.788487222222216,18.757973333333332,50.3,1.6,-24.7,1.7,12.071,0.099,11.084,0.06,10.741,0.1,11.324,0.021,10.549,0.062,,,9.462,0.023,9.124,0.024,9.014,0.021,AAA,8.951,0.023,8.979,0.019,8.999,0.029,8.722,0.403,0.0,0,0,,
J035915.70+185645.4,59.81542277777777,18.94593611111111,-10.2,1.9,-8.8,2.2,13.524,0.294,12.454,0.169,11.98,0.019,12.471,0.021,11.796,0.053,,,10.751,0.023,10.448,0.025,10.38,0.022,AAA,10.313,0.022,10.347,0.02,10.954,0.14,,,0.0,0,0,,
J035916.81+300423.9,59.82003999999999,30.07330472222222,2.7,2.3,-2.3,2.3,13.024,0.212,12.241,0.151,12.063,0.063,12.348,0.036,11.833,0.044,,,10.92,0.02,10.767,0.022,10.673,0.017,AAA,,,,,,,,,0.0,0,0,,
J035919.57+300156.0,59.8315411111111,30.032222777777775,-23.1,1.4,0.8,1.3,10.371,0.026,9.452,0.017,9.135,0.1,9.87,0.152,8.807,0.045,,,7.732,0.021,7.412,0.017,7.296,0.018,AAA,,,,,,,,,0.0,0,0,,
J035925.89+183945.7,59.857882499999995,18.66269611111111,33.7,1.4,-31.9,1.5,11.868,0.073,11.122,0.064,10.709,0.01,11.261,0.039,10.536,0.054,,,9.59,0.026,9.254,0.027,9.11,0.022,AAA,9.044,0.023,9.107,0.021,9.065,0.03,,,0.0,0,0,,
J035927.72+184043.9,59.86550249999999,18.678855555555554,-4.4,1.9,5.0,2.0,14.465,0.458,11.506,0.088,11.108,0.0050,12.357,0.028,10.649,0.087,,,8.968,0.039,8.296,0.026,8.126,0.024,AAA,7.981,0.023,8.112,0.02,8.031,0.02,7.515,0.136,0.0,0,0,,
J035940.89+185208.1,59.92036916666666,18.868924166666663,5.0,1.6,5.2,1.6,11.669,0.064,11.091,0.063,11.167,0.1,11.309,0.016,11.18,0.049,,,10.401,0.024,10.323,0.027,10.238,0.021,AAA,10.21,0.025,10.228,0.021,10.223,0.061,,,0.0,0,0,,
J035942.24+180544.8,59.9259861111111,18.095768888888887,2.6,1.7,-20.9,1.8,12.726,0.199,11.352,0.079,11.245,0.0020,11.831,0.037,11.026,0.064,,,9.98,0.023,9.605,0.025,9.537,0.022,AAA,9.479,0.022,9.535,0.021,9.426,0.036,8.512,0.308,0.0,0,0,,
J035945.67+284820.9,59.94028888888888,28.805811388888884,-0.4,1.5,-1.2,1.4,11.339,0.053,9.533,0.019,,,,,,,,,4.04,0.3,3.117,0.228,2.669,0.278,DDD,,,,,,,,,0.0,0,0,,
J040003.86+300016.3,60.016078333333326,30.004514999999998,4.5,2.2,-5.6,2.3,13.215,0.258,11.63,0.097,11.499,0.1,12.256,0.038,11.08,0.044,,,9.848,0.022,9.455,0.019,9.309,0.017,AAA,,,,,,,,,0.0,0,0,,
J040004.39+295839.6,60.01830694444444,29.97767583333333,-1.7,2.2,-7.5,2.3,13.058,0.223,11.906,0.129,11.43,0.1,12.179,0.041,11.014,0.047,,,9.795,0.022,9.437,0.017,9.301,0.018,AAA,,,,,,,,,0.0,0,0,,
J040014.61+183117.7,60.06087805555555,18.52159055555555,2.8,1.4,-8.8,1.5,11.142,0.046,10.715,0.05,10.478,0.1,10.794,0.138,10.384,0.054,,,9.548,0.023,9.375,0.022,9.312,0.022,AAA,9.241,0.024,9.261,0.02,9.155,0.031,8.699,0.367,0.0,0,0,,
J040033.36+184622.5,60.13900249999999,18.772909166666665,-1.3,2.0,-9.8,2.3,13.927,0.407,12.176,0.184,11.622,0.1,12.614,0.021,11.215,0.046,,,9.74,0.026,9.141,0.027,8.971,0.018,AAA,8.871,0.023,8.959,0.021,8.901,0.029,,,0.0,0,0,,
J040048.77+181138.4,60.20319166666666,18.194003888888886,130.4,0.7,-27.1,0.7,6.246,0.014,5.905,0.0090,,,,,,,,,5.236,0.019,5.077,0.031,5.047,0.016,EAA,,,,,,,,,0.0,0,0,,
J040109.52+183103.0,60.28968555555555,18.51749222222222,39.7,1.6,-23.9,1.7,11.735,0.085,10.958,0.072,10.771,0.1,11.198,0.02,10.611,0.05,,,9.658,0.026,9.405,0.025,9.305,0.018,AAA,9.267,0.024,9.277,0.02,9.193,0.031,8.675,0.363,0.0,0,0,,
J040125.54+253320.7,60.3564111111111,25.55576333333333,15.3,3.8,-34.1,3.9,13.194,0.331,12.665,0.252,12.181,0.025,12.966,0.09,11.715,0.03,,,10.506,0.021,10.117,0.022,9.955,0.018,AAA,9.901,0.023,9.936,0.021,9.888,0.05,,,0.0019,0,0,,
J040126.83+180713.2,60.36179527777777,18.120345277777776,-2.0,2.6,-23.8,2.8,13.023,0.325,12.165,0.223,,,,,,,,,10.789,0.023,10.486,0.025,10.39,0.02,AAA,,,,,,,,,0.0,0,0,,
J040134.67+300257.3,60.39446583333333,30.049261388888883,6.1,2.5,-3.9,2.6,12.451,0.146,11.525,0.083,11.34,0.1,11.975,0.041,11.165,0.693,,,9.888,0.018,9.521,0.021,9.41,0.018,AAA,,,,,,,,,0.0,0,0,,
J040137.38+182345.7,60.40575888888888,18.396035833333332,22.1,1.8,-3.1,2.0,12.909,0.348,12.112,0.264,11.874,0.011,12.387,0.024,11.659,0.062,,,10.589,0.02,10.287,0.022,10.217,0.017,AAA,10.158,0.023,10.121,0.022,9.955,0.051,,,0.0,0,0,,
J040150.29+182702.2,60.45953583333333,18.450611666666664,93.1,1.2,-137.7,1.3,11.238,0.076,10.389,0.056,9.957,0.1,,,,,,,8.701,0.019,8.289,0.027,8.232,0.027,AAA,,,,,,,,,0.0,0,0,,
J040159.24+184713.0,60.49681388888888,18.786955555555554,38.8,1.2,-17.0,1.2,10.933,0.071,10.126,0.051,9.906,0.1,10.322,0.02,9.814,0.089,,,8.905,0.024,8.639,0.017,8.582,0.02,AAA,8.484,0.023,8.528,0.018,8.561,0.025,8.835,0.47,0.0,0,0,,
J040204.62+232045.5,60.51924666666666,23.34596194444444,2.5,1.1,-9.9,1.1,10.435,0.052,10.369,0.065,,,,,,,,,9.363,0.026,9.306,0.027,9.251,0.021,AAA,,,,,,,,,0.0,0,0,,
J040206.41+185722.7,60.526708333333325,18.95630583333333,-1.8,1.4,-5.3,1.6,11.71,0.128,11.035,0.116,10.677,0.065,11.038,0.018,10.557,0.054,,,9.603,0.02,9.417,0.022,9.332,0.02,AAA,9.266,0.024,9.267,0.021,9.233,0.031,8.739,0.392,0.0,0,0,,
J040231.64+183749.2,60.631852222222214,18.630341666666663,-58.4,2.1,-34.4,2.3,12.758,0.352,11.647,0.182,11.089,0.0060,11.715,0.03,10.931,0.191,,,9.804,0.02,9.388,0.023,9.276,0.018,AAA,9.228,0.022,9.293,0.02,9.268,0.042,,,0.0,0,0,,
J040233.53+300239.9,60.63969638888888,30.044404722222218,-2.1,2.4,-13.0,2.4,11.931,0.077,11.44,0.079,11.379,0.1,11.816,0.044,11.287,0.727,,,10.172,0.023,9.972,0.03,9.917,0.022,AAA,,,,,,,,,0.0,0,0,,
J040243.15+180819.5,60.6798111111111,18.138759166666663,-5.7,1.6,-3.8,1.5,11.402,0.08,10.611,0.06,10.293,0.0020,,,10.112,0.143,,,8.983,0.023,8.702,0.024,8.636,0.021,AAA,8.538,0.023,8.543,0.02,8.511,0.024,7.977,0.2,0.0,0,0,,
J040243.90+182330.4,60.682917222222216,18.391782499999998,6.1,2.0,-2.9,2.2,12.001,0.152,11.701,0.184,11.607,0.012,12.06,0.033,11.497,0.281,,,10.364,0.018,10.088,0.017,10.005,0.016,AAA,9.932,0.023,9.937,0.02,9.856,0.052,,,0.0,0,0,,
J040256.12+180851.8,60.73384833333333,18.147734166666666,3.8,2.4,-13.6,2.6,12.487,0.251,12.915,0.384,11.892,0.012,12.386,0.022,11.641,0.021,,,10.595,0.021,10.318,0.024,10.224,0.02,AAA,10.141,0.024,10.139,0.021,10.022,0.061,,,0.0,0,0,,
J040310.19+184007.5,60.79245555555555,18.668741666666666,-2.1,0.9,-11.3,1.0,9.73,0.029,9.083,0.023,8.964,0.036,9.2,0.027,8.857,0.286,,,7.888,0.026,7.616,0.031,7.565,0.016,AAA,7.515,0.026,7.559,0.02,7.571,0.018,7.379,0.124,0.0,0,0,,
J040321.24+184824.5,60.838513611111104,18.806818611111108,-12.8,1.9,-12.7,2.0,12.094,0.189,11.758,0.218,11.801,0.1,12.305,0.025,11.696,0.198,,,10.571,0.021,10.263,0.022,10.179,0.018,AAA,10.085,0.023,10.093,0.022,10.155,0.065,,,0.0,0,0,,
J040321.28+185936.5,60.83866888888888,18.993468333333333,15.9,2.7,-16.7,2.9,12.194,0.23,12.262,0.33,,,,,,,,,9.134,0.023,8.46,0.031,8.284,0.021,AAA,,,,,,,,,0.0,0,0,,
J040326.91+181426.0,60.862109999999994,18.24056583333333,67.7,1.4,-42.8,1.4,11.014,0.068,10.405,0.057,10.174,0.1,,,10.027,0.029,,,9.189,0.024,8.927,0.02,8.862,0.018,AAA,8.801,0.023,8.838,0.02,8.737,0.027,8.258,0.314,0.0,0,0,,
J040329.99+184224.1,60.87496527777777,18.70669972222222,-2.6,1.8,-9.9,1.9,11.943,0.152,11.438,0.148,10.868,0.1,11.345,0.026,10.763,0.238,,,9.685,0.021,9.474,0.028,9.311,0.018,AAA,9.225,0.023,9.235,0.02,9.258,0.033,8.397,0.28,0.0,0,0,,
J040342.94+182051.8,60.92891722222222,18.34770972222222,16.9,1.6,-69.8,1.6,12.142,0.18,11.275,0.118,10.859,0.1,,,,,,,9.823,0.043,9.395,0.045,9.246,0.032,EEE,,,,,,,,,0.0,0,0,,
J040350.28+282416.0,60.959508888888884,28.40443083333333,-6.9,2.7,-5.9,2.7,11.414,0.068,10.856,0.066,,,,,,,,,9.501,0.026,9.425,0.032,9.325,0.023,AAA,,,,,,,,,0.0,0,0,,
J040353.92+183818.1,60.97466777777777,18.63835194444444,26.9,1.8,-32.3,1.9,11.99,0.16,11.477,0.151,11.133,0.0070,11.7,0.025,11.019,0.115,,,9.89,0.021,9.554,0.022,9.466,0.018,AAA,9.414,0.023,9.44,0.021,9.432,0.037,8.538,0.325,1.0E-4,0,0,,
J040432.48+180713.0,61.13532833333333,18.12028833333333,8.6,1.8,-6.7,1.9,13.136,0.414,10.685,0.073,9.905,0.01,11.39,0.036,9.247,0.076,,,7.272,0.024,6.443,0.02,6.225,0.018,AAA,6.105,0.049,6.195,0.022,6.126,0.016,6.046,0.058,0.0,0,0,,
J040437.68+184155.1,61.15700305555555,18.698628333333332,-0.3,1.7,-0.2,1.8,12.325,0.229,11.313,0.125,10.575,0.1,11.666,0.029,10.156,0.081,,,8.499,0.035,7.853,0.029,7.708,0.027,AAA,7.572,0.026,7.671,0.021,7.593,0.019,7.593,0.184,0.0,0,0,,
J040453.57+183719.3,61.22322888888888,18.622034999999997,7.8,1.9,-4.7,2.1,13.141,0.451,11.18,0.117,10.564,0.0020,11.779,0.04,10.065,0.095,,,8.253,0.02,7.552,0.016,7.399,0.021,AAA,7.271,0.032,7.341,0.022,7.282,0.017,7.097,0.093,0.0,0,0,,
J040509.70+265200.8,61.29040277777777,26.866881388888885,0.5,3.7,-1.3,3.8,13.675,0.398,12.45,0.22,,,,,,,,,10.841,0.022,10.453,0.028,10.359,0.026,AAA,,,,,,,,,0.0,0,0,,
J040515.64+180716.5,61.31514916666666,18.121260277777775,2.9,1.2,8.6,1.2,11.199,0.074,10.693,0.076,10.22,0.0030,10.888,0.144,10.07,0.071,,,8.967,0.029,8.731,0.033,8.58,0.017,AAA,8.534,0.022,8.557,0.02,8.514,0.027,8.155,0.265,0.0,0,0,,
J040526.51+184821.7,61.36044638888888,18.80603194444444,14.2,2.0,-4.0,2.2,12.854,0.374,11.463,0.146,10.599,0.1,11.729,0.03,10.185,0.104,,,8.488,0.02,7.9,0.034,7.705,0.02,AAA,7.584,0.025,7.693,0.019,7.663,0.019,7.76,0.179,0.0,0,0,,
